usdid,fwdir,latitude,longitude,abs_pm
1713,101S,37.37170799999999,-121.917033,388.9494721223955
1714,101S,37.37171599999999,-121.917069,388.9515246895578
1715,101S,37.371726999999986,-121.917116,388.9542150206407
1716,101S,37.371741,-121.917202,388.95903528715644
1717,101S,37.371801999999995,-121.917593,388.9809146511567
1718,101S,37.37183199999999,-121.917778,388.99128220885615
1719,101S,37.371978999999996,-121.91903100000002,389.0608292300522
1720,101S,37.372029999999995,-121.919455,389.0843759082686
1721,101S,37.372036,-121.919525,389.08824184570926
1722,101S,37.372047999999985,-121.919662,389.0958099624867
1723,101S,37.372067,-121.919773,389.1020446594808
1724,101S,37.37214,-121.920193,389.12565163071804
1725,101S,37.37227,-121.920926,389.16689008271663
1726,101S,37.372420999999996,-121.92193100000001,389.2230512131268
1727,101S,37.37244599999999,-121.92209500000001,389.2322204481237
1728,101S,37.37245699999999,-121.922171,389.2364621716535
1729,101S,37.37254999999999,-121.922729,389.26776787681206
1730,101S,37.37258299999999,-121.92293500000001,389.2793066140282
1731,101S,37.372693999999996,-121.92355,389.3139354705651
1732,101S,37.372731,-121.92375600000001,389.3255319634399
1733,101S,37.37275499999999,-121.923908,389.3340412248815
1734,101S,37.372817999999995,-121.924299,389.355947343196
1735,101S,37.372869,-121.924555,389.3704388977742
1736,101S,37.373041,-121.92542100000001,389.4194522596141
1737,101S,37.37321599999999,-121.926128,389.46011197532016
1738,101S,37.373425999999995,-121.926938,389.5068946328973
1739,101S,37.37354299999999,-121.927392,389.53310093293794
1740,101S,37.373571999999996,-121.92753900000001,389.54141741186334
1741,101S,37.373595,-121.92766500000002,389.5485159970571
1742,101S,37.37362699999999,-121.927836,389.5581620862657
1743,101S,37.37370399999999,-121.9281,389.5736032737393
1744,101S,37.373719,-121.928167,389.57742530944364
1745,101S,37.374006,-121.92937100000002,389.64644438380856
1746,101S,37.374030999999995,-121.929479,389.65262087516254
1747,101S,37.37409799999999,-121.92977300000001,389.6694143973499
1748,101S,37.374136,-121.929918,389.67779776352234
1749,101S,37.37424099999999,-121.93037,389.7036546379232
1750,101S,37.374410999999995,-121.931087,389.74473821993723
1751,101S,37.374555,-121.931696,389.77962565329585
1752,101S,37.374559999999995,-121.931725,389.7812550123112
1753,101S,37.374667999999986,-121.932184,389.8075389800099
1754,101S,37.374697999999995,-121.93230600000001,389.81455103601184
1755,101S,37.37471,-121.93235100000001,389.81715726440507
1756,101S,37.37480999999999,-121.93274500000001,389.8398672829975
1757,101S,37.374833999999986,-121.932851,389.84591906271424
1758,101S,37.374842,-121.932884,389.8478134341718
1759,101S,37.37484599999999,-121.932902,389.8488396780099
1760,101S,37.37487399999999,-121.933017,389.8554437222736
1761,101S,37.374888999999996,-121.93307300000001,389.8586884901397
1762,101S,37.37491399999999,-121.933172,389.86439214330255
1763,101S,37.374949,-121.933311,389.8723981890441
1764,101S,37.37512999999999,-121.93407600000002,389.916224239332
1765,101S,37.37515899999999,-121.934208,389.92374382979773
1766,101S,37.375281,-121.93475000000001,389.9546741462784
1767,101S,37.37556099999999,-121.936108,390.03170639452514
1768,101S,37.375659999999996,-121.93665700000001,390.06261647572995
1769,101S,37.37573299999999,-121.93701000000001,390.0826440153177
1770,101S,37.375909,-121.93780600000001,390.12800974874335
1771,101S,37.37592999999999,-121.937903,390.1335297755145
1772,101S,37.376001999999986,-121.938241,390.15274331222804
1773,101S,37.376093999999995,-121.938621,390.1745545224047
1774,101S,37.37611799999999,-121.93872700000001,390.18060620630536
1775,101S,37.37616299999999,-121.938962,390.1938784905434
1776,101S,37.37617199999999,-121.939003,390.1962139518971
1777,101S,37.376204,-121.939159,390.205060077064
1778,101S,37.376305999999985,-121.93963100000002,390.2319169343426
1779,101S,37.37633999999999,-121.939788,390.24085155317755
1780,101S,37.37635999999999,-121.93991100000001,390.24774492584487
1781,101S,37.376391999999996,-121.940123,390.25959313079886
1782,101S,37.376456999999995,-121.940541,390.2829791279057
1783,101S,37.37647499999999,-121.940686,390.29103704974494
1784,101S,37.376545,-121.941127,390.3157288850657
1785,101S,37.376584,-121.94136400000001,390.32901765645937
1786,101S,37.376601,-121.941462,390.3345251435108
1787,101S,37.37661099999999,-121.941515,390.33751605567136
1788,101S,37.376633999999996,-121.941636,390.3443470830937
1789,101S,37.376646,-121.94166700000001,390.3462403662043
1790,101S,37.376647999999996,-121.941725,390.3494279020812
1791,101S,37.37667499999999,-121.941896,390.3590003401119
1792,101S,37.37675,-121.942302,390.3818864806936
1793,101S,37.37677999999999,-121.94250300000002,390.3931155087958
1794,101S,37.37691999999999,-121.943264,390.4360038177032
1795,101S,37.376968999999995,-121.943538,390.4514242043401
1796,101S,37.376998,-121.943673,390.45910251011503
1797,101S,37.377048999999985,-121.94395,390.47471422989355
1798,101S,37.377085,-121.944189,390.4880703134556
1799,101S,37.377279,-121.945108,390.5402784664366
1800,101S,37.377286999999995,-121.94514800000002,390.5425431717686
1801,101S,37.377355,-121.945459,390.56025332066474
1802,101S,37.37743199999999,-121.945871,390.58349150661803
1803,101S,37.37745999999999,-121.94601000000002,390.591364725695
1804,101S,37.37765999999999,-121.94707,390.6511822486428
1805,101S,37.377666999999995,-121.947108,390.6533239675843
1806,101S,37.37774999999999,-121.94752,390.67666046089374
1807,101S,37.377781999999996,-121.94769000000001,390.6862526089715
1808,101S,37.377829999999996,-121.94794,390.7003738329034
1809,101S,37.37789,-121.94821,390.71576691638865
1810,101S,37.377902999999996,-121.94829,390.7202502095
1811,101S,37.377919999999996,-121.94837,390.72479694194044
1812,101S,37.37805,-121.94898,390.7594724476338
1813,101S,37.37818999999999,-121.94977,390.80391272918627
1814,101S,37.37842299999999,-121.950948,390.87056382699313
1815,101S,37.378589999999996,-121.95179,390.9182116257957
1816,101S,37.37901999999999,-121.95376000000002,391.03037927530676
1817,101S,37.379349999999995,-121.95502000000002,391.1032189210514
1818,101S,37.37957,-121.95583,391.15021701657105
1819,101S,37.380369,-121.958583,391.3111322274292
1820,101S,37.380579999999995,-121.95931,391.35362583450967
1821,101S,37.38087,-121.96036,391.41465678048957
1822,101S,37.38109,-121.96111,391.4585498549459
1823,101S,37.381109999999985,-121.96117,391.4621221110355
1824,101S,37.381299999999996,-121.961875,391.5029940163571
1825,101S,37.381372999999996,-121.962172,391.52006229786184
1826,101S,37.38176599999999,-121.96351,391.5983794506416
1827,101S,37.38177799999999,-121.963553,391.6008816036367
1828,101S,37.38185899999999,-121.963849,391.6180692969884
1829,101S,37.381882999999995,-121.96401200000001,391.6271706645323
1830,101S,37.381893999999996,-121.96404800000002,391.62928822995747
1831,101S,37.38191599999999,-121.964124,391.63372903508514
1832,101S,37.38201399999999,-121.964459,391.6533280085676
1833,101S,37.382045999999995,-121.964572,391.65991413238055
1834,101S,37.382277999999985,-121.965369,391.70651458516284
1835,101S,37.382505999999985,-121.966147,391.7520404773576
1836,101S,37.382699999999986,-121.966795,391.7900580183465
1837,101S,37.382979999999996,-121.967761,391.84651108583495
1838,101S,37.38317899999999,-121.968445,391.88650148248536
1839,101S,37.38318999999999,-121.96848,391.8885678670854
1840,101S,37.38320999999999,-121.96856,391.8931722081326
1841,101S,37.38321899999999,-121.968593,391.89508768874947
1842,101S,37.38324099999999,-121.968666,391.89937404175004
1843,101S,37.38325799999999,-121.968725,391.90281959098905
1844,101S,37.383462,-121.969447,391.94488951674305
1845,101S,37.383971999999986,-121.97124900000001,392.04990871820553
1846,101S,37.38418899999999,-121.972014,392.09450353404765
1847,101S,37.384261999999985,-121.972271,392.10948734392747
1848,101S,37.384344999999996,-121.97256200000001,392.1264614105347
1849,101S,37.38442299999999,-121.972872,392.1443133745398
1850,101S,37.384608,-121.973532,392.1827359353855
1851,101S,37.38470199999999,-121.973907,392.20432359346245
1852,101S,37.3849,-121.974572,392.2433110285721
1853,101S,37.385213,-121.97555100000001,392.30124557038334
1854,101S,37.385332999999996,-121.97596300000001,392.3253359287068
1855,101S,37.38542799999999,-121.97629,392.344450399322
1856,101S,37.385484999999996,-121.97649500000001,392.3563739621133
1857,101S,37.385549999999995,-121.97674,392.3705542779851
1858,101S,37.38555999999999,-121.97679000000001,392.3733848660002
1859,101S,37.385588999999996,-121.976941,392.38191338030447
1860,101S,37.385598,-121.97699,392.3846743833039
1861,101S,37.385653999999995,-121.977178,392.3956968721334
1862,101S,37.385822999999995,-121.97773900000001,392.4286345599568
1863,101S,37.385878999999996,-121.977926,392.43960563117156
1864,101S,37.385979999999996,-121.978306,392.4616035043272
1865,101S,37.386106999999996,-121.978779,392.48901324914107
1866,101S,37.38630299999999,-121.979442,392.5278488447028
1867,101S,37.386414999999985,-121.97982000000002,392.5499964772336
1868,101S,37.386652999999995,-121.98062000000002,392.5968929663255
1869,101S,37.387364999999996,-121.983021,392.73758468767846
1870,101S,37.38743199999999,-121.98324800000002,392.7508785752628
1871,101S,37.387609999999995,-121.98382,392.78460268743896
1872,101S,37.38765999999999,-121.984,392.79507077341634
1873,101S,37.387768,-121.984424,392.81951427481624
1874,101S,37.38794,-121.98509,392.85795901515587
1875,101S,37.38821999999999,-121.98609,392.91616559283653
1876,101S,37.38825599999999,-121.986233,392.92440055019205
1877,101S,37.388411999999995,-121.986838,392.9593186177024
1878,101S,37.38841899999999,-121.986865,392.9608777559609
1879,101S,37.38843099999999,-121.986908,392.96337971132834
1880,101S,37.388441,-121.986948,392.96568173557
1881,101S,37.38844799999999,-121.986976,392.9672931523714
1882,101S,37.38848,-121.9871,392.9744504663425
1883,101S,37.388929999999995,-121.98873,393.0691804281904
1884,101S,37.38967999999999,-121.99128,393.21845021591145
1885,101S,37.39012999999999,-121.99277,393.30595550087975
1886,101S,37.39034999999999,-121.99358000000001,393.35294754677767
1887,101S,37.39041199999999,-121.993799,393.3657101325243
1888,101S,37.390758999999996,-121.995033,393.43756896738495
1889,101S,37.39092099999999,-121.995529,393.4670080201473
1890,101S,37.39106499999999,-121.99593,393.4911651088895
1891,101S,37.39114099999999,-121.99613800000002,393.5037329089977
1892,101S,37.39122799999999,-121.996478,393.52334138230293
1893,101S,37.391446999999985,-121.99721,393.56627913386274
1894,101S,37.39159,-121.99770300000002,393.59508952789514
1895,101S,37.39173999999999,-121.99822400000001,393.62550966770596
1896,101S,37.391937999999996,-121.998863,393.6631607303492
1897,101S,37.391996999999996,-121.999061,393.6747691770212
1898,101S,37.392158999999985,-121.999603,393.70655781826343
1899,101S,37.392275999999995,-121.99999400000002,393.729493410496
1900,101S,37.39296699999999,-122.00257300000001,393.87889915300184
1901,101S,37.393308999999995,-122.003761,393.9482620602556
1902,101S,37.393657999999995,-122.00508800000001,394.0249932073876
1903,101S,37.39425099999999,-122.007153,394.1455251698174
1904,101S,37.39464999999999,-122.00864,394.2316805406575
1905,101S,37.394656999999995,-122.008674,394.23360854085934
1906,101S,37.39468099999999,-122.008795,394.2404544204007
1907,101S,37.3947,-122.00889000000001,394.24583192133616
1908,101S,37.394821,-122.009464,394.27843054381486
1909,101S,37.39486,-122.00965000000001,394.28899015471785
1910,101S,37.394999999999996,-122.01028600000001,394.3252170553899
1911,101S,37.39551,-122.0126,394.4570348138475
1912,101S,37.395558,-122.01280500000001,394.46876622368904
1913,101S,37.395564,-122.01282900000001,394.4701473187832
1914,101S,37.395572,-122.01286000000002,394.47193649389425
1915,101S,37.39557599999999,-122.01288300000002,394.4732289056625
1916,101S,37.39558999999999,-122.01295,394.4770317494734
1917,101S,37.39564099999999,-122.013186,394.49045694988655
1918,101S,37.39613899999999,-122.015466,394.6202539767205
1919,101S,37.39616,-122.01556,394.6256139110221
1920,101S,37.39632499999999,-122.01635,394.6704517323741
1921,101S,37.39647999999999,-122.01709000000001,394.712459426614
1922,101S,37.39654,-122.0174,394.72997343797743
1923,101S,37.396599999999985,-122.01765,394.7443087663575
1924,101S,37.396789999999996,-122.01848,394.7917220638357
1925,101S,37.397307999999995,-122.020816,394.9248484723598
1926,101S,37.397702999999986,-122.0226,395.02650529246944
1927,101S,37.39771799999999,-122.02266700000001,395.03032619497054
1928,101S,37.397785999999996,-122.022976,395.0479260369838
1929,101S,37.39803599999999,-122.024107,395.1123652060079
1930,101S,37.39811999999999,-122.024484,395.13385727770395
1931,101S,37.39817,-122.02471,395.1467344982375
1932,101S,37.398279999999986,-122.0253,395.1799995028741
1933,101S,37.398711999999996,-122.027229,395.2900087275493
1934,101S,37.39882,-122.02771,395.3174449100012
1935,101S,37.398828,-122.02774000000001,395.3191818933001
1936,101S,37.39885199999999,-122.02783,395.3243928421922
1937,101S,37.39885999999999,-122.02786,395.32612982482436
1938,101S,37.398901999999985,-122.02806,395.3374848112937
1939,101S,37.399029999999996,-122.02866000000002,395.3715853117876
1940,101S,37.399073,-122.02886,395.38295812805126
1941,101S,37.39910199999999,-122.028996,395.3906873242694
1942,101S,37.399188999999986,-122.029404,395.4138748961792
1943,101S,37.39921799999999,-122.029541,395.4216571070851
1944,101S,37.39923999999999,-122.029646,395.42761756715214
1945,101S,37.399307,-122.02996100000001,395.4455166824946
1946,101S,37.39932999999999,-122.030066,395.451495129601
1947,101S,37.399473,-122.030742,395.48989316171776
1948,101S,37.399502999999996,-122.030881,395.4977993055851
1949,101S,37.39952199999999,-122.030968,395.50275181611045
1950,101S,37.39960599999999,-122.031339,395.52392658115286
1951,101S,37.39992699999999,-122.032767,395.6053854422161
1952,101S,37.40007899999999,-122.033442,395.6438950667583
1953,101S,37.400180999999996,-122.033895,395.66973909564894
1954,101S,37.400418999999985,-122.034953,395.7300945132404
1955,101S,37.40048199999999,-122.035255,395.7472328137451
1956,101S,37.40057999999999,-122.03571,395.773108656221
1957,101S,37.40058899999999,-122.035755,395.7756557051299
1958,101S,37.40060299999999,-122.035818,395.7792464145124
1959,101S,37.400624,-122.035892,395.783559530275
1960,101S,37.400636999999996,-122.03593700000002,395.78618775263163
1961,101S,37.40065299999999,-122.036028,395.7913034609523
1962,101S,37.400698999999996,-122.03630100000001,395.80662131224153
1963,101S,37.40071499999999,-122.036392,395.81173701652733
1964,101S,37.400748,-122.036582,395.822412118438
1965,101S,37.400809999999986,-122.03694,395.84252360846324
1966,101S,37.40086,-122.037163,395.85524184909184
1967,101S,37.40090599999999,-122.037361,395.8665649041226
1968,101S,37.40091999999999,-122.03742,395.86994468141444
1969,101S,37.40122999999999,-122.03895000000001,395.95661170023436
1970,101S,37.401289999999996,-122.039199,395.9708936730412
1971,101S,37.401489999999995,-122.04002,396.018027670576
1972,101S,37.40189,-122.04184000000001,396.12167556610564
1973,101S,37.402219999999986,-122.04325,396.2023554575919
1974,101S,37.40254399999999,-122.044695,396.28476596808633
1975,101S,37.40270999999999,-122.04543,396.32670653621045
1976,101S,37.40287,-122.04618,396.36933013303445
1977,101S,37.40292999999999,-122.04653400000001,396.38919733281915
1978,101S,37.402933999999995,-122.046557,396.3904896235052
1979,101S,37.402946,-122.04662600000002,396.3943664951654
1980,101S,37.40294999999999,-122.04665000000001,396.3957124534854
1981,101S,37.403099999999995,-122.04725,396.43023670202143
1982,101S,37.403113999999995,-122.047314,396.43388018705014
1983,101S,37.40343,-122.04873,396.51460784928406
1984,101S,37.403552999999995,-122.04932,396.5480872942148
1985,101S,37.40364999999999,-122.04978,396.5742093026036
1986,101S,37.40369799999999,-122.049989,396.58615028820293
1987,101S,37.40374899999999,-122.050213,396.59893976957767
1988,101S,37.403839999999995,-122.05061,396.6216185009454
1989,101S,37.4039,-122.05088500000001,396.6372710897528
1990,101S,37.40395,-122.05111,396.6500945234704
1991,101S,37.403961999999986,-122.051159,396.65290883470243
1992,101S,37.40397,-122.05119,396.65469782846196
1993,101S,37.403974999999996,-122.051214,396.65605963657356
1994,101S,37.40397999999999,-122.05123900000001,396.6574746034929
1995,101S,37.40399,-122.05129000000001,396.6603577930275
1996,101S,37.403994999999995,-122.05131000000002,396.66150858779207
1997,101S,37.404001,-122.05133100000002,396.66273347625713
1998,101S,37.404009999999985,-122.05136000000002,396.6644423230631
1999,101S,37.404094,-122.051689,396.6834095319315
2000,101S,37.40415999999999,-122.05195,396.6984430166417
2001,101S,37.404243,-122.052245,396.7156198794169
2002,101S,37.404599999999995,-122.0535,396.788784505015
2003,101S,37.40498399999999,-122.054892,396.86966056141006
2004,101S,37.405049999999996,-122.05513,396.88349630512147
2005,101S,37.40520999999999,-122.05578,396.9208451268229
2006,101S,37.405239,-122.05591,396.92825617462256
2007,101S,37.405329,-122.056302,396.95065166940884
2008,101S,37.40535899999999,-122.056433,396.95813440610436
2009,101S,37.40536399999999,-122.056459,396.9596026333842
2010,101S,37.405383,-122.056537,396.96408040793506
2011,101S,37.405388999999985,-122.056563,396.9655664102131
2012,101S,37.405471999999996,-122.056927,396.9863512612021
2013,101S,37.405720999999986,-122.058018,397.0486529341647
2014,101S,37.40574,-122.0581,397.0533410223766
2015,101S,37.40579999999999,-122.058384,397.0694700929378
2016,101S,37.405872999999985,-122.058736,397.08943698338385
2017,101S,37.40603,-122.05948000000001,397.13168725940636
2018,101S,37.406098,-122.059792,397.14944401912294
2019,101S,37.40617499999999,-122.060144,397.1694824336714
2020,101S,37.40624799999999,-122.060482,397.188706751621
2021,101S,37.40628999999999,-122.06067,397.1994252787837
2022,101S,37.406476999999995,-122.061496,397.246564769952
2023,101S,37.406553999999986,-122.061834,397.2658633693954
2024,101S,37.40661099999999,-122.06208800000002,397.28034951363253
2025,101S,37.4067,-122.06248000000001,397.30272554354053
2026,101S,37.406749999999995,-122.06281,397.32116373701234
2027,101S,37.406762,-122.062855,397.32376896409886
2028,101S,37.40683099999999,-122.063107,397.3383982842365
2029,101S,37.406838,-122.063141,397.34032599079245
2030,101S,37.40686399999999,-122.063247,397.34641470929125
2031,101S,37.40687299999999,-122.06328200000002,397.34843378262923
2032,101S,37.406926999999996,-122.063546,397.36339574511277
2033,101S,37.407094,-122.064336,397.40826287928104
2034,101S,37.40715,-122.0646,397.42325985672466
2035,101S,37.40751999999999,-122.06627,397.5184135598284
2036,101S,37.40755,-122.0664,397.52584337470074
2037,101S,37.407567,-122.066479,397.5303354328348
2038,101S,37.40762099999999,-122.06671800000001,397.5439728252081
2039,101S,37.407638999999996,-122.066798,397.54853621978356
2040,101S,37.40769999999999,-122.067075,397.56431226156667
2041,101S,37.40773999999999,-122.06725,397.5743065314003
2042,101S,37.40790299999999,-122.06790300000002,397.6118730513028
2043,101S,37.407972,-122.068179,397.62775325824066
2044,101S,37.408018999999996,-122.068368,397.6386225669249
2045,101S,37.408049999999996,-122.06849000000001,397.6456525190118
2046,101S,37.40819299999999,-122.068925,397.67149028041973
2047,101S,37.40825499999999,-122.069111,397.68256086728456
2048,101S,37.4084,-122.06955,397.7086542928597
2049,101S,37.408547999999996,-122.070017,397.73624906798136
2050,101S,37.40870999999999,-122.07052900000001,397.76649613035295
2051,101S,37.408737999999985,-122.0706,397.7708466002107
2052,101S,37.40881499999999,-122.070794,397.78274897816874
2053,101S,37.409081,-122.07146800000001,397.8240537659541
2054,101S,37.40941699999999,-122.07234400000002,397.877442088359
2055,101S,37.40952899999999,-122.07263700000001,397.8952875901086
2056,101S,37.40954299999999,-122.072674,397.8975368389953
2057,101S,37.40990899999999,-122.073587,397.9536634318246
2058,101S,37.40993799999999,-122.073658,397.95804500840774
2059,101S,37.410074,-122.07398400000001,397.9782538664092
2060,101S,37.41022999999999,-122.074361,398.00158333135533
2061,101S,37.410319,-122.074576,398.01488901720063
2062,101S,37.410738999999985,-122.075475,398.07212848688056
2063,101S,37.410768999999995,-122.075536,398.07606597530656
2064,101S,37.410893,-122.075854,398.09550765823263
2065,101S,37.41094799999999,-122.075995,398.10412859334946
2066,101S,37.411070999999986,-122.076306,398.12319524184437
2067,101S,37.411111999999996,-122.07642,398.130063089542
2068,101S,37.411166,-122.07656200000001,398.13870323890217
2069,101S,37.411305999999996,-122.076884,398.1588489836652
2070,101S,37.41142899999999,-122.077168,398.1766014134092
2071,101S,37.41174399999999,-122.077842,398.2195187398843
2072,101S,37.411789999999996,-122.07794,398.22576591087034
2073,101S,37.41181999999999,-122.07803,398.2311224287318
2074,101S,37.41187999999999,-122.07816,398.2393738395892
2075,101S,37.411899999999996,-122.07821,398.2424461516074
2076,101S,37.41196099999999,-122.07836300000001,398.25184121506095
2077,101S,37.411982,-122.078414,398.25499383415223
2078,101S,37.41278299999999,-122.08040100000001,398.37728014931423
2079,101S,37.412841,-122.08054,398.38589695088694
2080,101S,37.41299899999999,-122.080923,398.4095816255639
2081,101S,37.41333999999999,-122.08165000000001,398.45591618528607
2082,101S,37.413526999999995,-122.081987,398.4784766193369
2083,101S,37.41363599999999,-122.082229,398.4937440594326
2084,101S,37.41390799999999,-122.082706,398.52596878436174
2085,101S,37.413931999999996,-122.082747,398.5287638427854
2086,101S,37.414032999999996,-122.082919,398.54050245791205
2087,101S,37.414155,-122.083127,398.5546922495499
2088,101S,37.414453,-122.083632,398.589217309976
2089,101S,37.41453599999999,-122.08374500000001,398.5976637616666
2090,101S,37.41467999999999,-122.08394,398.6122756546266
2091,101S,37.414874999999995,-122.084216,398.6325472521233
2092,101S,37.415462999999995,-122.085046,398.69358169343957
2093,101S,37.41565899999999,-122.085323,398.713940102704
2094,101S,37.415863,-122.085611,398.7351168954427
2095,101S,37.41593999999999,-122.08572,398.74312214129054
2096,101S,37.416499,-122.08646000000002,398.799165252003
2097,101S,37.416589999999985,-122.08658,398.80827005062
2098,101S,37.41670899999999,-122.086746,398.8205414051821
2099,101S,37.41676499999999,-122.086825,398.82635219148335
2100,101S,37.41693399999999,-122.087062,398.8438306190106
2101,101S,37.416990999999996,-122.087141,398.8496876296431
2102,101S,37.417006,-122.087162,398.8512375184944
2103,101S,37.41705199999999,-122.087227,398.8560150422037
2104,101S,37.417068,-122.087249,398.8576520009997
2105,101S,37.41713899999999,-122.08735,398.86505365283784
2106,101S,37.417578999999996,-122.087955,398.91006992194434
2107,101S,37.41783199999999,-122.088304,398.9359997753944
2108,101S,37.418782,-122.089659,399.03518273741196
2109,101S,37.419102999999986,-122.090079,399.0671685290825
2110,101S,37.41918799999999,-122.090191,399.0756693683681
2111,101S,37.419474,-122.09060500000001,399.1057791005762
2112,101S,37.41960799999999,-122.09079100000001,399.11955935849926
2113,101S,37.41979899999999,-122.09104800000001,399.1388736610768
2114,101S,37.420159999999996,-122.091533,399.17534885484497
2115,101S,37.420370999999996,-122.091823,399.19693068820004
2116,101S,37.42056099999999,-122.092082,399.21627821692346
2117,101S,37.420633999999986,-122.092177,399.2235318634661
2118,101S,37.420709999999985,-122.092274,399.2310088634562
2119,101S,37.42083199999999,-122.09242400000001,399.242790390811
2120,101S,37.420853,-122.09245800000001,399.2451538870047
2121,101S,37.420889999999986,-122.092515,399.2491935037467
2122,101S,37.42094099999999,-122.092576,399.254053663928
2123,101S,37.421008,-122.092667,399.26086283419215
2124,101S,37.421172999999996,-122.09289000000001,399.27758727774597
2125,101S,37.421206999999995,-122.092939,399.2811577391072
2126,101S,37.421272999999985,-122.093032,399.2880015515177
2127,101S,37.421476999999996,-122.093318,399.30909568367935
2128,101S,37.421813,-122.09379100000001,399.343918211141
2129,101S,37.42209499999999,-122.09417300000001,399.3725366863219
2130,101S,37.422305,-122.09445600000001,399.39378934644174
2131,101S,37.42254799999999,-122.094787,399.4185234987004
2132,101S,37.422765999999996,-122.095064,399.43992213436997
2133,101S,37.423324,-122.095774,399.4947329194719
2134,101S,37.42412499999999,-122.096906,399.5779262356951
2135,101S,37.42417,-122.09697,399.5826165973983
2136,101S,37.42422,-122.09703999999999,399.58778261910226
2137,101S,37.424597999999996,-122.09750600000001,399.6243329673598
2138,101S,37.42487299999999,-122.097846,399.65096137388736
2139,101S,37.42508,-122.0981,399.67093132345656
2140,101S,37.42573999999999,-122.098833,399.7317354197
2141,101S,37.42589999999999,-122.09901,399.7464505032176
2142,101S,37.426037,-122.09915600000001,399.7588511839247
2143,101S,37.426360999999986,-122.0995,399.7881328161392
2144,101S,37.427334999999985,-122.10053500000001,399.87618915647323
2145,101S,37.427659999999996,-122.10088,399.90555876930864
2146,101S,37.427768,-122.100997,399.9154022435845
2147,101S,37.42781699999999,-122.10105,399.91986528172094
2148,101S,37.42790999999999,-122.10115,399.92831481964635
2149,101S,37.42809799999999,-122.10134500000001,399.94514346778965
2150,101S,37.428209999999986,-122.10146000000002,399.9551283386179
2151,101S,37.428294,-122.101551,399.9627843507654
2152,101S,37.428547,-122.10182400000001,399.98580478736056
2153,101S,37.428632,-122.101915,399.99351329462127
2154,101S,37.428723999999995,-122.102014,400.0018746212909
2155,101S,37.429009,-122.102304,400.02719137703605
2156,101S,37.429103999999995,-122.102401,400.03564179386024
2157,101S,37.42913699999999,-122.102434,400.03855334408473
2158,101S,37.429235999999996,-122.102536,400.0473912939681
2159,101S,37.429269999999995,-122.10257,400.0503910709334
2160,101S,37.429666999999995,-122.102985,400.0860403989663
2161,101S,37.43063999999999,-122.104,400.1733382522648
2162,101S,37.43144999999999,-122.10488000000001,400.2472524377952
2163,101S,37.431879999999985,-122.105322,400.28560321346254
2164,101S,37.43205199999999,-122.105498,400.3009157822344
2165,101S,37.43298,-122.10645000000001,400.3836159348088
2166,101S,37.435529999999986,-122.10914000000001,400.6134484986245
2167,101S,37.43616,-122.10979,400.6697195858817
2168,101S,37.436879999999995,-122.11057,400.735339464437
2169,101S,37.437439999999995,-122.11114,400.785088541027
2170,101S,37.4388,-122.11258000000001,400.90785138008596
2171,101S,37.439976,-122.11380900000002,401.01343549572925
2172,101S,37.44105499999999,-122.114952,401.1108507665243
2173,101S,37.441452999999996,-122.115373,401.14676179557586
2174,101S,37.442318,-122.11631100000001,401.22562718589046
2175,101S,37.443163999999996,-122.117199,401.30171754301284
2176,101S,37.44371199999999,-122.117733,401.3495895815766
2177,101S,37.44431,-122.11836,401.40334996497353
2178,101S,37.444617,-122.118682,401.43095322336393
2179,101S,37.44466299999999,-122.118732,401.4351513785572
2180,101S,37.44537299999999,-122.119518,401.5004626334288
2181,101S,37.446802999999996,-122.121061,401.630563590335
2182,101S,37.446846,-122.12110500000001,401.63439143030655
2183,101S,37.44702999999999,-122.121327,401.6519959828759
2184,101S,37.447760999999986,-122.12205,401.7162132033038
2185,101S,37.448416,-122.12270500000001,401.7739974002997
2186,101S,37.448769999999996,-122.12308,401.80595622272193
2187,101S,37.44883,-122.12315000000001,401.81160682968647
2188,101S,37.44999899999999,-122.124384,401.91698935806716
2189,101S,37.45049199999999,-122.124897,401.9611718656247
2190,101S,37.45078399999999,-122.125221,401.9880583350788
2191,101S,37.45130199999999,-122.12582400000001,402.0367915665778
2192,101S,37.45174999999999,-122.126453,402.083143221455
2193,101S,37.452253999999996,-122.12719300000002,402.13662358159473
2194,101S,37.45273699999999,-122.12785600000001,402.18598107214007
2195,17S,37.14323799999999,-121.98503,12.473
2196,17S,37.143319999999996,-121.985009,12.478782503308596
2197,17S,37.143672999999986,-121.984941,12.503458314513825
2198,17S,37.144241,-121.984789,12.543586270695416
2199,17S,37.144474999999986,-121.984733,12.560045657772031
2200,17S,37.14466199999999,-121.984709,12.57303354611003
2201,17S,37.14479899999999,-121.984706,12.58250077341507
2202,17S,37.144833999999996,-121.984709,12.584924677605402
2203,17S,37.144978,-121.984721,12.594896042580363
2204,17S,37.14499099999999,-121.984726,12.59583552026915
2205,17S,37.145036999999995,-121.984749,12.599256943359974
2206,17S,37.14511799999999,-121.984778,12.605076946441802
2207,17S,37.14522699999999,-121.984826,12.61305862165852
2208,17S,37.14535999999999,-121.98490300000002,12.623179358353262
2209,17S,37.145488,-121.984998,12.633455066186043
2210,17S,37.14552799999999,-121.985028,12.636675021271575
2211,17S,37.145656999999986,-121.985188,12.649208668628406
2212,17S,37.145835999999996,-121.98543700000002,12.667675425849673
2213,17S,37.145915999999986,-121.985606,12.678500563546507
