usdid,fwdir,latitude,longitude,abs_pm
499,101N,37.169351,-121.66907,368.5946850317657
500,101N,37.170159999999996,-121.669835,368.6646735440103
501,101N,37.170773,-121.67047600000001,368.71980380323157
502,101N,37.171718,-121.671492,368.80578124775934
503,101N,37.171890999999995,-121.67169200000001,368.82203307168976
504,101N,37.172753,-121.672685,368.9028784992915
505,101N,37.17328599999999,-121.67329900000001,368.9528673551952
506,101N,37.175036999999996,-121.67541200000001,369.12070380022203
507,101N,37.177582,-121.678324,369.35865441997254
508,101N,37.178404,-121.679258,369.4352664736218
509,101N,37.180047,-121.680827,369.5779102611005
510,101N,37.180721999999996,-121.68140500000001,369.63436834612475
511,101N,37.18147799999999,-121.682022,369.6966746221394
512,101N,37.18195699999999,-121.682429,369.73664076874024
513,101N,37.182522999999996,-121.682898,369.78350102563934
514,101N,37.183558999999995,-121.683852,369.8722795633609
515,101N,37.18441299999999,-121.684624,369.94499530202336
516,101N,37.185079,-121.68530700000001,370.0044173354814
